location_id,latitude,longitude,country,city,postal_code,address,timezone,risk_score
loc_000160,47.659148,-116.004495,US,Wolfton,30339,49675 Kemp Greens,Europe/Riga,0.13
loc_000161,52.259493,-94.570261,CA,West Amyside,06161,731 Vicki Loaf Apt. 542,Europe/Bucharest,0.2
loc_000162,54.067833,-95.875454,CA,Wheelershire,47671,6111 Timothy Ports Suite 647,Africa/Bamako,0.03
loc_000163,43.382499,-113.890408,CA,Robertmouth,20143,26934 Adams Springs Apt. 390,Asia/Tashkent,0.03
loc_000164,-1.534632,-87.022357,MX,Ricestad,97709,66992 Jones Path Apt. 687,Australia/Darwin,0.08
loc_000165,15.481179,151.598574,JP,Waremouth,58045,0399 Thomas Fork Suite 792,Europe/Zurich,0.07
loc_000166,-1.528914,37.5367,FR,Lake Kristenton,57884,1289 Jackson Shore,Australia/Brisbane,0.03
loc_000167,30.173305,-118.713985,US,West James,30887,302 Christina Forks,Asia/Makassar,0.26
loc_000168,33.82961,-67.789441,US,Johnsonfurt,93348,9430 Salazar Shoal,America/Bogota,0.02
loc_000169,-22.439029,-113.104034,DE,Samuelfurt,42852,412 Sanchez Stravenue,Europe/Brussels,0.19
loc_000170,-7.412336,-71.834581,JP,Hensleyview,33768,8753 Darren Prairie Apt. 425,Indian/Antananarivo,0.04
loc_000171,44.836392,-124.001639,US,New Leah,42966,6425 Owen Neck,Asia/Bangkok,0.06
loc_000172,34.665682,-77.265179,US,Stephenstown,89464,39221 Pam Orchard,Australia/Hobart,0.06
loc_000173,46.272399,-125.097428,CA,Annchester,27875,798 Moore Path,Pacific/Guadalcanal,0.1
loc_000174,12.347758,-54.834141,JP,West Laurieport,74869,2917 Collins Crescent Suite 033,Asia/Gaza,0.02
loc_000175,63.233702,-93.083081,MX,South Adammouth,10800,87451 Sheila Drive,Asia/Qyzylorda,0.04
loc_000176,48.747066,-150.762892,JP,North Jenniferfort,47798,4164 Harvey Shoals Apt. 046,America/Managua,0.02
loc_000177,18.332891,51.842557,FR,Florestown,13303,69744 Marcia Forks Suite 078,Europe/Riga,0.25
loc_000178,48.698052,-122.903418,CA,East Alexander,49320,38368 Ronald Underpass Apt. 457,Africa/Kampala,0.01
loc_000179,46.162032,-127.191112,CA,East Richard,10393,858 Christine Mount Apt. 150,Pacific/Apia,0.08
loc_000180,-22.479345,-157.884177,MX,Crawfordfort,88228,92519 Brandon Vista,Asia/Dushanbe,0.01
loc_000181,52.324745,-2.789463,UK,Davidbury,92910,704 Karen Prairie,Europe/Riga,0.03
loc_000182,54.795577,0.76814,UK,West Amandastad,42799,63971 Guzman Brook,Atlantic/Madeira,0.1
loc_000183,56.199179,-1.638503,UK,Turnerville,41103,8739 Moore Curve,Africa/Tripoli,0.03
loc_000184,7.447298,-82.215405,IN,Lake Chad,39872,736 Castillo Terrace Suite 434,Pacific/Fiji,0.13
loc_000185,50.234703,-94.952719,CA,Cindymouth,68513,96571 Mckee Terrace Suite 380,Africa/Djibouti,0.14
loc_000186,24.452084,-34.096496,MX,West Sarah,85340,424 Perkins Manor,Europe/Brussels,0.03
loc_000187,24.633829,-121.840123,US,New Justinland,55413,3762 Koch Lodge Suite 225,Asia/Jerusalem,0.31
loc_000188,-0.720663,-11.327288,MX,East Robertbury,07454,401 Hernandez Garden,Africa/Kinshasa,0.15
loc_000189,-50.663921,-4.936828,BR,Lopezburgh,52405,47569 Natasha Roads Apt. 842,Europe/Vatican,0.17
loc_000190,52.010937,55.383165,BR,West Cheryl,97096,4229 Mary Trace Suite 966,Europe/Chisinau,0.34
loc_000191,51.037708,-106.754326,CA,Roblesland,46757,022 Hammond Estates,Africa/Mbabane,0.21
loc_000192,44.223618,-76.863476,US,Chandlerbury,53281,03299 Autumn Squares Apt. 647,Africa/Niamey,0.07
loc_000193,-55.193606,10.009851,MX,Kevinmouth,66461,55404 Danielle Crossing Suite 979,Atlantic/Cape_Verde,0.02
loc_000194,47.289434,-120.640822,US,Ramosstad,35581,343 Matthews Harbor,Asia/Beirut,0.03
loc_000195,38.34336,-80.22551,US,Port Victoria,45951,783 Bryant Gateway,Europe/Stockholm,0.08
loc_000196,-53.230793,-166.85508,IN,East Andrew,63599,5330 Valerie Manors,Asia/Seoul,0.03
loc_000197,-56.928613,151.88891,DE,East Kelly,62845,98537 Brian Forks Suite 051,Africa/Maputo,0.08
loc_000198,47.012596,-123.540175,CA,East Lorraine,43316,71555 Brown Radial,Asia/Baghdad,0.03
loc_000199,-13.632597,125.714956,BR,Edwinport,45181,1199 Nathan Landing Apt. 253,Europe/Stockholm,0.01
