device_id,device_type,browser,operating_system,fingerprint,is_mobile,is_known_device,risk_score,ip
device_000036,mobile_ios,Android 2.3.4,Unknown,c6448d78-1e01-4a24-b9ae-877d1da9ce01,False,True,0.12,68.183.16.146
device_000037,desktop_mac,Android 4.1,Unknown,1db625e7-b0ff-4d52-991b-f81f11d15b38,False,True,0.02,211.227.129.114
device_000038,mobile_android,Android 2.3.7,Unknown,c7f17eaa-a5d8-4016-8cc6-942181c17c47,False,True,0.04,18.245.225.197
device_000039,desktop_linux,Android 4.1,Unknown,73e2dfbc-3b5d-42f2-865e-2a807c78727d,False,True,0.03,223.142.247.125
device_000040,mobile_android,Android 2.3.2,Unknown,84662380-b89f-496c-82f8-6aacbe32097c,False,True,0.03,69.247.149.183
device_000041,desktop_linux,Android 1.0,Unknown,a14eb47e-1be2-4827-8298-17332d716196,False,True,0.16,53.224.38.89
device_000042,desktop_linux,Android 5.1,Unknown,564f5be6-08d7-4c26-8be1-894dffe1b88a,False,True,0.02,60.211.241.78
device_000043,mobile_ios,Android 4.4.4,Unknown,67e4fc81-3b49-468c-a61a-488855fb781d,False,True,0.04,25.120.28.212
device_000044,desktop_mac,Android 10,Unknown,c7e9a498-3ddb-41af-8f1f-0c9aacd93ed5,False,True,0.36,188.120.161.154
device_000045,mobile_ios,Android 4.1,Unknown,85a25ace-ba71-4814-bf6d-b502cc9875f6,False,True,0.03,131.127.109.211
device_000046,desktop_windows,Android 4.2,Unknown,8715ddc4-5d88-4c93-ab5a-62659803dd31,False,True,0.13,123.153.36.253
device_000047,desktop_linux,Android 8.0.0,Unknown,391e30fb-e34c-45a7-8688-b824f2a54018,False,True,0.05,89.227.169.225
device_000048,tablet,Android 2.2.3,Unknown,20a55d2e-6ed5-42f2-a5c0-415b058a1e31,False,True,0.06,36.46.251.181
device_000049,mobile_ios,Android 2.0,Unknown,67ab4efd-59cd-461a-8897-4245da9b0d80,False,False,0.03,89.252.169.254
device_000050,desktop_windows,Android 5.0.2,Unknown,2f3e8ad8-071b-4573-8074-8d97211725f5,False,False,0.06,50.120.193.204
device_000051,tablet,Android 6.0,Unknown,9b65d957-8bd6-4fcd-8f66-2b0aa09cb683,False,False,0.04,184.177.36.142
device_000052,desktop_linux,Android 11,Unknown,c5c99980-66bb-43e5-9683-3b6325318325,False,True,0.29,160.103.216.183
device_000053,tablet,Android 2.3.3,Unknown,e54075a3-4b3d-4757-bdaa-7e9fc5600942,False,True,0.32,51.214.24.77
device_000054,desktop_mac,Android 1.6,Unknown,712c95e0-29d7-410f-8a03-27351c6cc5f0,False,False,0.04,204.151.80.176
device_000055,desktop_mac,Android 8.0.0,Unknown,af9b509d-9b8e-43c6-8131-e2c218274611,False,True,0.04,105.124.54.167
device_000056,mobile_ios,Android 4.4.2,Unknown,26796709-cc93-4ede-ba0b-b73fc39bfcc9,False,True,0.01,126.118.248.42
device_000057,tablet,Android 3.2.6,Unknown,73192b1a-cde9-4bff-bd94-631309be9418,False,True,0.01,42.90.64.180
device_000058,desktop_linux,Android 3.2.2,Unknown,86137f7e-a61b-4d80-9076-48681678f5a0,False,True,0.1,187.134.179.172
device_000059,mobile_android,Android 8.1.0,Unknown,79d8e682-b4fd-49c3-bfcb-397fd583788b,False,True,0.11,57.222.183.24
device_000060,mobile_ios,Android 13,Unknown,651f22b4-c83c-4f5b-94a6-93374284de72,False,True,0.13,119.69.88.89
device_000061,mobile_ios,Android 4.4.1,Unknown,47fd0bff-d857-40c5-8ddc-96441c5fb174,False,True,0.04,20.223.31.16
device_000062,desktop_windows,Android 4.1,Unknown,d43e3089-8ce9-470f-b3ef-3b271906685e,False,False,0.04,194.249.114.160
device_000063,mobile_ios,Android 2.0,Unknown,d7a56de2-8f46-4241-b8ec-056c18e80a04,False,True,0.0,143.115.134.36
device_000064,mobile_ios,Android 9,Unknown,ce55d73d-168d-4cb1-8a35-b51e0299e7fa,False,True,0.16,27.176.119.94
device_000065,desktop_windows,Android 3.2.3,Unknown,b5294485-21cd-4f48-8ce4-67bb8f334380,False,True,0.15,135.148.143.58
device_000066,desktop_linux,Android 8.0.0,Unknown,95038be5-5b40-4617-aa96-752a2e424419,False,True,0.08,206.247.203.237
device_000067,tablet,Android 4.0.4,Unknown,992495f3-0ccb-4673-a104-fcfe6248a3e9,False,True,0.01,82.241.46.209
device_000068,mobile_ios,Android 3.0,Unknown,0ed3b0f4-e8d8-4dfe-a5b3-9c927c8cf3c7,False,True,0.03,158.109.139.128
device_000069,desktop_windows,Android 2.2.3,Unknown,c376b31c-f47a-44a6-bd82-476abaef87e2,False,True,0.07,40.18.186.222
device_000070,mobile_android,Android 8.1.0,Unknown,8cd899e7-8af0-4afa-975e-99557cb8a9c8,False,True,0.03,161.199.2.11
device_000071,tablet,Android 4.0.1,Unknown,fef8d1c0-674a-4f13-a272-e332ba5cc84a,False,True,0.34,98.16.57.242
device_000072,mobile_ios,Android 6.0,Unknown,c7bfaa91-c523-4113-aa25-4c71ed4e4963,False,True,0.02,72.244.163.227
device_000073,tablet,Android 9,Unknown,6524237e-b498-43a2-b249-0c31513444d8,False,True,0.08,22.74.228.122
device_000074,tablet,Android 2.3.6,Unknown,261c3854-1c5d-4155-b6db-5cdbba490cec,False,True,0.09,200.250.228.111
device_000075,mobile_ios,Android 5.1.1,Unknown,62b082cb-6dc2-41a1-8f1c-6840b07b3c7a,False,True,0.02,68.152.186.1
device_000076,mobile_android,Android 4.1,Unknown,e167eae0-40b5-4240-a00e-27872a352cd9,False,True,0.08,172.248.246.173
device_000077,desktop_mac,Android 2.2.1,Unknown,1eb8e4c9-28cc-441e-a76a-86628ce4f29b,False,True,0.09,189.246.173.86
device_000078,tablet,Android 2.2.1,Unknown,63f30c07-4577-4a4c-b45e-d559489735f5,False,True,0.0,61.152.163.253
device_000079,desktop_windows,Android 8.1.0,Unknown,e0b2ef3b-7712-465c-9e8d-0231a3903db7,False,False,0.03,183.76.185.221
device_000080,desktop_windows,Android 4.4,Unknown,8840c761-a9dd-4af7-b36d-c9c6b0448507,False,True,0.02,213.152.0.102
device_000081,tablet,Android 4.1.2,Unknown,9e1839ae-5210-48df-9230-cea9824a1492,False,True,0.02,170.169.98.196
device_000082,desktop_mac,Android 2.3.3,Unknown,c561f1f4-2064-44e8-80ce-10e58f4e491c,False,True,0.09,183.242.45.48
device_000083,mobile_android,Android 1.6,Unknown,b9d116bb-65f6-428a-9a6a-c43c0211af46,False,True,0.11,78.62.120.64
device_000084,mobile_android,Android 2.2,Unknown,3a003944-9cea-4279-aede-1d9948b71ed0,False,True,0.06,63.250.202.208
device_000085,mobile_android,Android 4.4.4,Unknown,6cc6c794-4e2d-4abf-b0a3-c645a462b954,False,True,0.03,188.111.223.162
device_000086,desktop_windows,Android 6.0.1,Unknown,bfe2380b-dcef-40d8-bca7-29a19ab6a938,False,True,0.4,137.185.115.144
device_000087,desktop_linux,Android 4.2.2,Unknown,7a563506-996c-45fa-9ac8-dae875f2bb81,False,False,0.16,110.89.113.187
device_000088,tablet,Android 4.0.1,Unknown,1e2ad1fd-a3c0-4dd6-ac9c-8b6e8ccbe77c,False,True,0.08,64.109.254.96
device_000089,tablet,Android 2.3.7,Unknown,5fab772d-3c11-406d-bb44-0275767505ec,False,True,0.06,182.66.18.75
device_000090,tablet,Android 5.1.1,Unknown,cc4a137b-0f13-4dd3-a0dd-75ef8a831e33,False,True,0.07,123.156.140.13
device_000091,mobile_android,Android 9,Unknown,5b6e4d90-3591-48a4-8164-1fd20c0bafda,False,False,0.09,203.61.47.234
device_000092,desktop_mac,Android 3.2.5,Unknown,4225f5fc-dbed-41ab-874b-f47571934eee,False,True,0.07,211.84.144.206
device_000093,desktop_mac,Android 2.3.7,Unknown,c6c75646-b5c8-4605-b422-898ff7be1c44,False,True,0.03,64.236.39.107
device_000094,mobile_ios,Android 3.2,Unknown,8d7e2adb-2cd6-4a7d-926f-9ed5a36a4051,False,True,0.03,138.161.216.187
device_000095,desktop_linux,Android 7.1,Unknown,e529cc4d-e66c-4c39-b944-5a8841d38ec7,False,True,0.05,160.161.9.44
device_000096,mobile_android,Android 8.0.0,Unknown,69016a3e-5688-43ac-b004-8127994ad292,False,True,0.05,192.26.83.42
device_000097,desktop_linux,Android 7.1.1,Unknown,28850520-5d86-4661-b911-417857483f37,False,False,0.22,171.46.1.65
device_000098,desktop_windows,Android 1.5,Unknown,763f74ba-c9ae-4eea-93cc-18fa435a702b,False,True,0.15,182.178.235.23
device_000099,desktop_windows,Android 7.1,Unknown,f1fc2f53-5238-4890-adf2-1a5d25bf710b,False,True,0.01,87.66.121.2
device_000100,mobile_android,Android 2.0,Unknown,76745809-9ecb-4972-85c8-5069854ee4b0,False,True,0.04,214.167.221.56
device_000101,mobile_ios,Android 8.1.0,Unknown,3b50f406-ee55-42eb-bd20-d0cb962e8dd5,False,True,0.11,107.177.210.168
device_000102,desktop_mac,Android 5.1.1,Unknown,10ce7de1-526a-42ea-9bf6-27b87604a47b,False,True,0.04,45.25.253.195
device_000103,desktop_mac,Android 4.0.3,Unknown,d7369e67-9e1e-43b9-b074-170d370ce722,False,True,0.07,118.192.159.63
device_000104,desktop_linux,Android 2.3.1,Unknown,c88d93cc-9ac3-4bcb-89fb-92e9f038dd93,False,True,0.02,102.1.120.44
device_000105,mobile_ios,Android 1.6,Unknown,520cc8c1-fa26-4ad9-b02f-67f925a095e2,False,True,0.09,24.113.229.31
device_000106,desktop_mac,Android 1.0,Unknown,ff9343f4-bd51-4a68-b977-d1239ce8477c,False,True,0.23,70.20.54.125
device_000107,tablet,Android 7.0,Unknown,e9ef4064-3a28-4937-ae4e-b2c82cdbd545,False,True,0.01,146.237.11.216
device_000108,desktop_linux,Android 3.1,Unknown,03c0dc63-f04e-452e-a50b-c70d2dc0ce4c,False,True,0.1,76.125.52.220
device_000109,mobile_android,Android 7.1.2,Unknown,45807cc9-3f33-4d1b-bd06-4db78447b29a,False,True,0.2,67.18.86.70
device_000110,tablet,Android 3.2.1,Unknown,23e3ff0c-856e-45c1-80db-b6a1fae3f1db,False,True,0.04,143.10.110.72
device_000111,tablet,Android 3.1,Unknown,be476405-74f1-46ef-9c70-f7392cfb4303,False,False,0.2,205.150.123.67
device_000112,mobile_ios,Android 3.2.1,Unknown,e16bdb00-8993-4093-9f9d-0fe35a64b561,False,True,0.03,165.28.5.158
device_000113,desktop_windows,Android 4.0.4,Unknown,49d27098-aa47-4dbf-9e2e-f8149dd3d33a,False,True,0.13,46.37.171.5
device_000114,desktop_linux,Android 2.2.1,Unknown,118db175-b68c-4f0b-b1ce-47d51c213971,False,True,0.13,219.122.213.129
device_000115,desktop_windows,Android 4.4.1,Unknown,ce421202-8115-4ed2-a0e0-0bf08c8e2980,False,True,0.03,164.243.180.117
device_000116,desktop_linux,Android 6.0.1,Unknown,07edba2a-7b8d-4532-9fa5-276545acab4f,False,True,0.01,203.203.134.53
device_000117,desktop_linux,Android 4.0,Unknown,356e67ae-343c-41a7-9771-7d027416f37f,False,False,0.08,30.60.195.70
device_000118,desktop_windows,Android 2.3.2,Unknown,8606cbcf-1f96-49b6-8420-73c8ae7094b4,False,True,0.03,83.140.126.220
device_000119,desktop_windows,Android 2.3.2,Unknown,84330078-4444-46a8-9bf3-fc53af66ff8a,False,True,0.0,88.230.69.92
device_000120,mobile_ios,Android 5.0.2,Unknown,b929d78c-48d8-4f7c-b826-089d01b1070f,False,True,0.03,213.95.84.1
device_000121,tablet,Android 4.0.1,Unknown,062678eb-c1a2-4538-bb69-1a915a9b6617,False,True,0.04,76.135.74.158
device_000122,tablet,Android 11,Unknown,c6ba18cd-9c0c-4ac1-b03f-6dacb1789064,False,True,0.0,95.187.224.82
device_000123,tablet,Android 4.0,Unknown,d289b5bc-2c8a-4573-9bb5-5a0368a7578e,False,False,0.2,136.26.247.21
device_000124,tablet,Android 14,Unknown,1522e5ce-92fd-4e0e-87db-8d98d9e09442,False,True,0.02,101.248.180.57
device_000125,desktop_linux,Android 1.1,Unknown,12a4eddf-c8ad-4916-b74e-4db2aa0da810,False,False,0.0,38.182.230.167
device_000126,mobile_ios,Android 4.2.2,Unknown,0c316de5-2f83-464b-ae27-33ffe8aa8477,False,False,0.16,158.24.206.9
device_000127,mobile_android,Android 2.0.1,Unknown,bc3f88c6-34b6-4a53-9ebf-0120bd85502e,False,True,0.15,186.1.22.202
device_000128,tablet,Android 8.0.0,Unknown,1c43d342-b0bd-4dd1-b25f-652d5e64a1ab,False,True,0.07,21.115.143.61
device_000129,tablet,Android 14,Unknown,207c77aa-aec3-479d-8713-1c38217ae518,False,True,0.02,172.223.125.4
device_000130,mobile_android,Android 8.0.0,Unknown,776d5abb-ccf0-497e-9bd6-4eda007b3aae,False,True,0.12,101.168.165.200
device_000131,tablet,Android 4.3,Unknown,6c39d1fe-42dd-49fa-aa2e-5f776f16607e,False,True,0.23,11.145.71.60
device_000132,mobile_ios,Android 2.3.1,Unknown,40023213-77c8-459c-a3b4-c05a001f0059,False,True,0.09,198.183.212.37
device_000133,mobile_ios,Android 1.0,Unknown,151d8709-275c-4791-a38c-2d18e16ec708,False,True,0.12,167.116.157.224
device_000134,tablet,Android 13,Unknown,397af195-0bde-4cb8-91fb-e26ae2861696,False,True,0.06,22.249.34.155
device_000135,mobile_ios,Android 2.0.1,Unknown,f96ec5bd-3ef0-4c6f-bcbc-73eab1085bd8,False,False,0.05,32.223.181.54
device_000136,mobile_ios,Android 4.0.2,Unknown,65bc1365-d3aa-4937-9c28-f3e5a1b14f54,False,True,0.11,183.44.182.239
device_000137,desktop_mac,Android 2.3.6,Unknown,6797fb87-c0b1-498f-a7ce-971ae3cddda8,False,True,0.03,53.47.87.170
device_000138,mobile_ios,Android 2.0,Unknown,78d9e470-578f-47db-97fd-3eb04df91b5d,False,True,0.01,194.251.144.38
device_000139,mobile_android,Android 2.0,Unknown,3e36cabb-0601-445b-a713-32d36593a1b1,False,True,0.01,150.216.5.123
device_000140,mobile_android,Android 5.0,Unknown,797a4438-8a4e-47b4-98ba-e69de27a73cc,False,False,0.27,71.68.87.4
device_000141,mobile_android,Android 2.3,Unknown,15633101-4e78-4102-a17d-3b91e99e5767,False,True,0.0,1.240.177.230
device_000142,desktop_windows,Android 6.0,Unknown,27d8ec5a-f389-461e-b608-e66bd845075c,False,True,0.2,202.75.129.213
device_000143,desktop_linux,Android 5.0,Unknown,6c336d76-9be2-4001-8a8f-36f05e30c17f,False,True,0.04,73.216.53.160
device_000144,tablet,Android 5.0.1,Unknown,9d009f2a-b182-4570-bd56-3e5cda50cad0,False,True,0.22,50.33.80.175
device_000145,tablet,Android 1.0,Unknown,9f5c4491-c507-4434-b373-8c0c264044da,False,True,0.09,53.196.90.21
device_000146,desktop_linux,Android 6.0.1,Unknown,bd3c3a88-c9b8-4f49-b613-0f59a36c45fe,False,True,0.03,15.203.239.25
device_000147,desktop_windows,Android 4.0.3,Unknown,4b7d8b1c-d627-449b-a65f-372ada30a798,False,True,0.11,214.34.75.11
device_000148,desktop_windows,Android 2.2,Unknown,193c7a74-131b-4e2b-8d97-a7d369a7731e,False,True,0.09,56.33.65.2
device_000149,desktop_mac,Android 2.0,Unknown,5d9d106d-79ff-4148-bf07-9b06f6856492,False,True,0.1,1.191.193.180
device_000150,desktop_linux,Android 3.2.5,Unknown,6618eded-f078-45e0-a968-c442f68ab63e,False,True,0.06,30.202.144.203
device_000151,mobile_ios,Android 3.2.2,Unknown,f65bfc6e-1848-465c-9a6c-d27d26727673,False,True,0.0,120.67.235.205
device_000152,desktop_windows,Android 2.2.2,Unknown,c8ce1f94-0a3d-4470-b0c9-50b68d465846,False,True,0.22,182.50.71.11
device_000153,mobile_ios,Android 4.0,Unknown,8febf65b-2aaf-4b8d-8b59-2d88a4288651,False,True,0.02,181.10.169.4
device_000154,desktop_mac,Android 2.3.5,Unknown,8d9b62c3-0b31-4241-8772-d67ccc9947b1,False,True,0.16,69.113.74.75
device_000155,mobile_android,Android 4.3.1,Unknown,d22100aa-abac-442c-8cad-827a9133cf37,False,True,0.05,215.118.40.104
device_000156,desktop_mac,Android 2.3.7,Unknown,e1fc0a45-e997-4ed6-baca-c12b5001b05b,False,True,0.09,52.190.225.160
device_000157,tablet,Android 2.2.3,Unknown,40b6a07a-6ec7-4ca2-8f74-680aa4d7b04e,False,True,0.12,76.98.143.153
device_000158,desktop_linux,Android 7.0,Unknown,5e9abfd6-5cfe-403e-bf45-cba488d55f68,False,True,0.04,192.89.85.182
device_000159,desktop_mac,Android 7.0,Unknown,f16a7f3a-8871-4869-a1b9-63c947f3ca3b,False,True,0.21,151.103.55.110
device_000160,tablet,Android 4.4.2,Unknown,92c241ef-2e75-4e2f-8410-f084d9a9c37e,False,True,0.04,160.79.173.104
device_000161,tablet,Android 4.1,Unknown,ec9fa7b6-b8cb-4a16-b77b-1b14e1ff2bbd,False,True,0.12,111.96.99.7
device_000162,tablet,Android 7.1.1,Unknown,3fb03536-ac8e-40f1-be78-467badcdfb64,False,True,0.11,64.59.10.66
device_000163,mobile_android,Android 2.3.6,Unknown,ba57269f-296d-4800-89a9-f61f343c8ff6,False,True,0.19,93.10.104.128
device_000164,mobile_ios,Android 1.6,Unknown,cbafd81c-0f4f-43f6-9341-07167dc49f03,False,True,0.07,10.88.150.52
device_000165,mobile_ios,Android 5.1.1,Unknown,7885a821-2266-4dc6-bdb2-c583690cacce,False,True,0.34,76.137.55.221
device_000166,tablet,Android 5.0.1,Unknown,fe4b05a6-0a26-42c7-b593-b17d03314f68,False,True,0.11,4.21.168.16
device_000167,mobile_ios,Android 2.3.6,Unknown,3119597a-13ed-49b7-9933-c337ccaae6da,False,True,0.02,137.60.243.205
device_000168,tablet,Android 1.5,Unknown,60179961-9a79-4ef8-8e9d-373959cdd1a5,False,True,0.02,3.113.160.121
device_000169,desktop_linux,Android 10,Unknown,0dccee39-2030-4f88-8485-5b1f58363df0,False,True,0.06,69.122.120.6
device_000170,desktop_linux,Android 2.3.2,Unknown,79bb43e8-8c0e-4fe7-a974-32370ace037d,False,True,0.01,89.159.237.87
device_000171,desktop_linux,Android 5.0.1,Unknown,2c18b33d-5552-4d61-9036-1ab18210e449,False,True,0.19,177.193.9.123
device_000172,desktop_windows,Android 2.2.1,Unknown,bcc11414-444f-4eab-b707-6e96f8ceb0de,False,True,0.1,188.35.72.165
device_000173,mobile_ios,Android 3.2.1,Unknown,dc2cceb3-ebbe-46ce-b63d-f679c7426e1c,False,True,0.32,64.8.65.3
device_000174,desktop_mac,Android 4.0.1,Unknown,8603cd7d-e526-4cd4-9146-860efef9623e,False,True,0.14,67.19.128.59
device_000175,tablet,Android 10,Unknown,a014c275-1cc1-4700-b744-d535406136c0,False,True,0.19,139.61.113.110
device_000176,mobile_android,Android 8.0.0,Unknown,d1a6b0d4-cd9e-4227-84b0-9ce4fd223552,False,False,0.0,123.175.137.250
device_000177,desktop_mac,Android 3.2,Unknown,d34a2d9e-c45b-411a-a1dd-750fe5309e5c,False,False,0.01,184.36.21.201
device_000178,desktop_linux,Android 5.0,Unknown,7dd59329-755e-4d1d-8d9b-8242540e5ec3,False,True,0.11,69.86.27.152
device_000179,mobile_android,Android 5.1.1,Unknown,e4e50dd7-5ba5-4025-9f35-eaf6212f0c3a,False,True,0.19,76.2.134.198
device_000180,desktop_windows,Android 4.4.2,Unknown,3760e686-b3a5-4dc3-bfee-b2fa5ef3a42b,False,True,0.03,190.80.48.84
device_000181,desktop_windows,Android 5.1.1,Unknown,3a3d4f52-c5bf-4874-a7f5-91d193552a11,False,True,0.05,18.212.51.200
device_000182,mobile_android,Android 13,Unknown,5bfd82d4-bd44-485f-914a-cf3f2b8359a1,False,True,0.09,9.66.238.143
device_000183,desktop_linux,Android 7.1.1,Unknown,578cdf14-6d19-4cd8-ab81-abc7a2d15714,False,True,0.08,50.32.160.204
device_000184,mobile_android,Android 2.3.2,Unknown,99fea18f-f1df-4c07-8819-2824b6eda31e,False,True,0.03,101.132.81.220
device_000185,desktop_windows,Android 4.0.4,Unknown,585fe601-9eae-4195-9161-3dcf6ccca838,False,True,0.07,71.117.184.21
device_000186,mobile_android,Android 6.0.1,Unknown,1e3284db-6acb-44be-8b95-337320969d2f,False,True,0.0,59.39.148.242
device_000187,desktop_linux,Android 2.0.1,Unknown,dd3350d5-55bc-4ec3-8e71-221fcf93f6ce,False,True,0.02,77.106.209.123
device_000188,tablet,Android 1.1,Unknown,caea246b-03f5-416a-b9a0-37e7ecc69e39,False,True,0.1,212.186.192.40
device_000189,desktop_windows,Android 2.3.2,Unknown,ea57e13d-a800-4d33-b29a-7ceac1ce0ce6,False,True,0.04,53.61.143.26
device_000190,desktop_mac,Android 4.1.2,Unknown,011137de-36cd-4179-8c4a-86a85bcc26fb,False,True,0.02,180.130.77.244
device_000191,desktop_linux,Android 4.0.4,Unknown,4f274937-6e27-47c4-ba3b-c35e96fe9e58,False,True,0.1,28.94.255.134
device_000192,desktop_windows,Android 2.1,Unknown,02f5f076-b492-467d-852e-4e2e40df3fe7,False,True,0.07,139.137.3.226
device_000193,desktop_linux,Android 13,Unknown,fa099cb7-1a31-4be6-bc57-4b3780ae59ab,False,False,0.04,165.129.149.232
device_000194,desktop_linux,Android 8.0.0,Unknown,628d8c62-c2f0-4e52-aca3-91916a7a170b,False,True,0.13,15.71.169.232
device_000195,desktop_windows,Android 3.2.6,Unknown,1782b1a9-2b21-4c29-9f1d-e0a0b2401f59,False,True,0.13,178.55.120.65
device_000196,mobile_ios,Android 2.2.1,Unknown,2168e497-7a4c-4233-b403-aab3701f8098,False,True,0.05,32.53.109.255
device_000197,mobile_ios,Android 4.2,Unknown,0f6fbb9f-4890-48f4-805a-58370409f56b,False,True,0.12,196.213.206.81
device_000198,desktop_mac,Android 5.0,Unknown,b9916e0c-05c7-45f2-b911-1e617e394cd5,False,True,0.04,167.168.1.116
device_000199,desktop_windows,Android 9,Unknown,ef879ff0-6409-4676-bc7a-cc13c63aeab7,False,True,0.22,57.187.102.1
device_000200,desktop_mac,Android 2.3.2,Unknown,76ed1b27-f7e3-4dea-8b5f-7232b4d69afe,False,True,0.01,90.207.5.117
device_000201,tablet,Android 7.1.2,Unknown,d789f54b-180d-49a7-9ea3-1b167f2e7894,False,True,0.19,40.103.138.155
device_000202,mobile_android,Android 4.4.4,Unknown,021f0626-78a9-451a-82f0-5a99486fbb59,False,True,0.16,203.173.31.110
device_000203,desktop_mac,Android 12,Unknown,7adb76ed-0263-427d-aaf8-182d23ce66e1,False,True,0.04,36.2.20.199
device_000204,mobile_ios,Android 4.4.1,Unknown,fe77a17a-b113-411e-9edf-fb2df9348d2d,False,True,0.15,4.97.64.96
device_000205,desktop_mac,Android 3.2,Unknown,42368b11-e857-469d-bf60-6239e6029248,False,True,0.11,14.6.255.255
