card_id,user_id,card_type,issue_date,expiry_date,last_four_digits,is_active,is_blocked,credit_limit,available_credit
card_000015,user_000006,Discover,2024-01-14T09:36:34.418720,2027-11-29T09:36:34.418720,2490,False,True,20000,0.0
card_000016,user_000007,Mastercard,2021-12-26T18:48:02.150494,2025-09-12T18:48:02.150494,3644,True,False,5000,4299.16
card_000017,user_000007,Mastercard,2022-09-03T20:10:43.889822,2026-09-01T20:10:43.889822,6287,True,False,1000,834.39
card_000018,user_000007,Discover,2022-01-13T23:15:43.443540,2025-09-05T23:15:43.443540,5014,True,False,5000,1812.99
card_000019,user_000008,Visa,2024-03-21T05:50:38.164077,2027-12-02T05:50:38.164077,6427,True,False,5000,3151.15
card_000020,user_000008,Visa,2024-08-30T14:26:35.850689,2027-10-04T14:26:35.850689,1529,True,False,50000,15513.24
card_000021,user_000009,Amex,2021-07-18T13:37:58.634566,2025-02-15T13:37:58.634566,9803,True,False,1000,649.18
card_000022,user_000010,Amex,2020-04-22T07:23:01.528080,2023-05-22T07:23:01.528080,7527,True,False,1000,709.3
card_000023,user_000010,Discover,2024-12-16T20:10:53.311336,2028-09-02T20:10:53.311336,8021,True,False,10000,3936.48
card_000024,user_000010,Visa,2024-04-30T13:20:35.201825,2028-02-20T13:20:35.201825,3768,True,False,3000,808.86
card_000025,user_000011,Amex,2025-02-05T22:42:09.025007,2028-05-22T22:42:09.025007,2591,True,False,50000,14032.19
card_000026,user_000011,Mastercard,2025-02-27T16:05:35.497638,2028-11-04T16:05:35.497638,5259,True,False,15000,5551.51
card_000027,user_000012,Amex,2021-04-26T09:21:06.158900,2024-09-04T09:21:06.158900,1585,True,False,10000,9792.48
card_000028,user_000012,Amex,2023-07-27T08:18:21.531728,2027-01-31T08:18:21.531728,5771,True,False,10000,6197.72
card_000029,user_000012,Amex,2025-04-09T00:17:22.724308,2028-11-19T00:17:22.724308,3530,True,False,3000,1542.12
card_000030,user_000013,Mastercard,2021-01-31T10:46:13.717667,2024-06-10T10:46:13.717667,1458,True,False,3000,1597.84
card_000031,user_000013,Amex,2025-03-08T21:28:30.197166,2028-07-17T21:28:30.197166,9332,True,False,20000,12368.41
card_000032,user_000014,Mastercard,2021-04-25T04:20:31.177135,2024-10-17T04:20:31.177135,9209,True,False,50000,24064.94
card_000033,user_000015,Mastercard,2020-09-02T18:45:51.139844,2024-05-05T18:45:51.139844,8929,True,True,2000,0.0
card_000034,user_000015,Mastercard,2021-04-02T19:35:24.757156,2024-09-23T19:35:24.757156,6067,True,False,2000,960.01
card_000035,user_000015,Discover,2022-02-13T17:20:32.327848,2025-08-13T17:20:32.327848,8525,True,False,1000,328.02
card_000036,user_000016,Mastercard,2024-08-14T07:32:46.498548,2027-12-08T07:32:46.498548,6956,True,False,2000,476.75
card_000037,user_000016,Visa,2024-10-20T12:53:59.823534,2028-07-05T12:53:59.823534,5447,True,False,2000,447.3
card_000038,user_000016,Discover,2024-10-05T02:36:20.668153,2027-11-02T02:36:20.668153,9567,True,False,3000,1344.72
card_000039,user_000017,Mastercard,2021-05-30T11:23:15.636786,2024-10-01T11:23:15.636786,8472,True,False,10000,5584.19
card_000040,user_000017,Mastercard,2021-08-14T14:32:02.964616,2024-09-28T14:32:02.964616,2043,True,False,10000,9513.08
card_000041,user_000017,Mastercard,2024-03-25T19:42:58.942236,2027-07-19T19:42:58.942236,8819,True,False,1000,744.91
card_000042,user_000018,Mastercard,2022-01-09T15:58:02.609410,2025-02-14T15:58:02.609410,8836,True,False,5000,4600.5
card_000043,user_000018,Mastercard,2024-11-24T15:15:08.703828,2028-09-20T15:15:08.703828,8982,True,True,20000,0.0
card_000044,user_000018,Discover,2024-06-28T12:07:22.085986,2027-08-24T12:07:22.085986,4191,True,False,50000,10310.49
card_000045,user_000019,Amex,2023-10-13T14:43:27.318557,2027-05-08T14:43:27.318557,9070,True,False,50000,29431.99
card_000046,user_000019,Amex,2024-08-11T11:01:51.084729,2028-07-06T11:01:51.084729,5328,True,False,10000,4577.26
card_000047,user_000020,Discover,2023-09-04T04:50:49.160952,2027-02-08T04:50:49.160952,2826,False,False,50000,0.0
card_000048,user_000020,Amex,2025-03-18T10:57:53.324994,2028-03-20T10:57:53.324994,9348,True,False,2000,783.3
card_000049,user_000020,Amex,2023-12-02T12:58:36.189181,2027-11-10T12:58:36.189181,2549,True,False,3000,2535.37
card_000050,user_000021,Mastercard,2023-11-21T05:09:20.060400,2027-03-18T05:09:20.060400,6033,True,False,50000,45883.32
card_000051,user_000022,Mastercard,2024-10-12T20:28:14.253964,2028-08-19T20:28:14.253964,3532,True,False,20000,7427.02
card_000052,user_000022,Mastercard,2024-12-14T23:29:14.719857,2028-03-03T23:29:14.719857,6335,False,False,20000,0.0
card_000053,user_000023,Mastercard,2021-01-18T19:38:34.278126,2024-06-03T19:38:34.278126,5306,True,False,10000,7033.67
card_000054,user_000023,Amex,2023-10-03T22:55:57.347797,2027-03-07T22:55:57.347797,6798,True,False,10000,6597.62
card_000055,user_000023,Discover,2024-08-18T20:13:04.605523,2028-03-06T20:13:04.605523,1092,True,False,20000,14342.21
card_000056,user_000024,Amex,2021-05-24T01:54:10.982186,2025-01-11T01:54:10.982186,1319,True,False,10000,7641.62
card_000057,user_000025,Amex,2022-03-11T16:35:00.793825,2025-03-22T16:35:00.793825,8004,True,False,5000,1810.1
card_000058,user_000025,Discover,2024-01-26T05:40:38.458556,2027-12-07T05:40:38.458556,5488,True,False,15000,6325.81
card_000059,user_000026,Discover,2023-05-28T01:18:44.411380,2027-03-26T01:18:44.411380,1753,True,False,50000,40006.15
card_000060,user_000026,Discover,2024-10-28T12:41:46.167478,2028-09-02T12:41:46.167478,1971,True,False,10000,5696.83
card_000061,user_000026,Amex,2023-09-18T04:55:52.167803,2027-04-29T04:55:52.167803,2819,True,False,2000,1480.73
card_000062,user_000027,Mastercard,2022-04-12T17:48:15.470838,2025-11-08T17:48:15.470838,3464,True,False,2000,1298.78
card_000063,user_000027,Amex,2023-01-20T16:00:59.713594,2026-07-05T16:00:59.713594,9700,True,False,3000,1146.96
card_000064,user_000027,Amex,2024-08-25T09:35:18.003591,2027-09-28T09:35:18.003591,6918,True,False,5000,4263.44
card_000065,user_000028,Discover,2020-10-28T02:33:29.393254,2024-02-21T02:33:29.393254,6934,True,False,10000,7957.14
card_000066,user_000028,Mastercard,2020-11-25T04:32:06.657030,2023-12-06T04:32:06.657030,2952,True,False,50000,18076.12
card_000067,user_000029,Amex,2024-01-18T21:23:27.499382,2027-02-16T21:23:27.499382,1265,True,False,15000,5518.35
card_000068,user_000029,Amex,2024-07-19T00:18:20.256414,2028-03-26T00:18:20.256414,6468,True,False,2000,441.24
card_000069,user_000029,Mastercard,2024-11-28T17:54:52.350976,2028-01-24T17:54:52.350976,9413,True,False,50000,25598.74
card_000070,user_000030,Discover,2022-07-15T19:52:07.716112,2025-08-20T19:52:07.716112,5536,True,False,3000,1438.94
card_000071,user_000031,Amex,2021-05-18T12:47:42.775521,2024-08-18T12:47:42.775521,8439,True,False,20000,5769.65
card_000072,user_000032,Amex,2024-08-29T03:10:29.396694,2028-06-18T03:10:29.396694,1104,True,False,1000,819.82
card_000073,user_000032,Mastercard,2025-03-03T07:45:10.382529,2028-10-06T07:45:10.382529,5241,True,False,15000,8611.63
card_000074,user_000033,Mastercard,2025-04-07T11:09:17.019910,2029-03-12T11:09:17.019910,6810,True,False,3000,2546.77
card_000075,user_000033,Mastercard,2025-04-14T14:30:18.740212,2028-06-27T14:30:18.740212,6054,True,True,1000,0.0
card_000076,user_000033,Amex,2025-04-08T10:35:47.427517,2028-06-11T10:35:47.427517,2134,True,False,5000,2367.33
card_000077,user_000034,Mastercard,2021-03-01T18:57:19.288803,2024-08-02T18:57:19.288803,7951,False,False,5000,0.0
card_000078,user_000035,Mastercard,2020-08-05T06:46:47.342480,2023-08-18T06:46:47.342480,8203,True,False,1000,644.84
card_000079,user_000035,Discover,2021-03-05T18:05:20.536879,2024-06-18T18:05:20.536879,1806,True,False,5000,1916.07
card_000080,user_000036,Visa,2020-10-02T03:39:50.255580,2023-12-04T03:39:50.255580,3868,True,False,2000,1739.39
card_000081,user_000036,Visa,2023-10-19T22:14:33.064501,2027-02-02T22:14:33.064501,9013,True,False,15000,10018.47
card_000082,user_000036,Visa,2023-07-15T11:29:32.869225,2026-10-29T11:29:32.869225,9305,True,False,2000,488.17
card_000083,user_000037,Discover,2021-12-11T15:48:53.716971,2024-12-13T15:48:53.716971,7881,True,False,15000,10675.29
card_000084,user_000038,Discover,2023-06-04T11:49:50.839811,2026-07-06T11:49:50.839811,5926,True,False,20000,5984.93
card_000085,user_000038,Amex,2024-11-15T01:04:51.658189,2027-11-23T01:04:51.658189,6296,True,False,3000,1645.01
card_000086,user_000039,Mastercard,2025-04-04T10:21:20.960051,2028-12-24T10:21:20.960051,3297,True,False,1000,523.04
card_000087,user_000040,Amex,2021-09-04T20:30:29.807704,2025-08-07T20:30:29.807704,7089,True,False,20000,17241.28
card_000088,user_000041,Mastercard,2024-12-16T22:42:39.803055,2028-03-02T22:42:39.803055,6981,True,False,3000,2928.05
card_000089,user_000041,Amex,2025-02-21T23:39:27.517284,2028-06-04T23:39:27.517284,7613,True,False,10000,5024.69
card_000090,user_000041,Visa,2024-12-26T19:03:26.163733,2028-01-09T19:03:26.163733,6432,True,False,3000,807.42
card_000091,user_000042,Discover,2020-05-16T09:34:58.478230,2024-02-16T09:34:58.478230,9604,True,False,15000,4233.74
card_000092,user_000043,Visa,2022-07-07T14:48:52.618254,2026-02-05T14:48:52.618254,2841,False,False,20000,0.0
card_000093,user_000044,Mastercard,2023-06-27T07:30:38.168785,2027-02-06T07:30:38.168785,1011,True,False,10000,8974.41
card_000094,user_000044,Amex,2023-10-02T08:29:25.874000,2027-09-02T08:29:25.874000,2579,True,False,5000,4496.67
card_000095,user_000044,Mastercard,2023-12-09T00:25:25.648407,2027-08-28T00:25:25.648407,3336,True,False,2000,852.37
card_000096,user_000045,Visa,2023-03-04T02:13:59.651490,2027-01-11T02:13:59.651490,5092,True,False,10000,7370.99
card_000097,user_000045,Amex,2024-12-28T16:05:40.022438,2028-08-20T16:05:40.022438,3157,True,False,3000,1609.52
card_000098,user_000046,Visa,2023-03-12T18:56:25.842630,2026-09-24T18:56:25.842630,4242,False,True,1000,0.0
card_000099,user_000047,Discover,2024-04-01T07:33:28.713607,2027-06-22T07:33:28.713607,6284,True,False,15000,12747.02
card_000100,user_000048,Discover,2023-07-18T00:18:07.035945,2027-02-09T00:18:07.035945,4519,True,False,50000,45287.23
card_000101,user_000048,Amex,2024-04-17T20:01:36.973708,2027-09-07T20:01:36.973708,6525,False,False,15000,0.0
card_000102,user_000048,Discover,2024-01-30T11:40:53.984888,2027-10-05T11:40:53.984888,2581,True,False,10000,9495.06
card_000103,user_000049,Visa,2021-05-20T03:35:08.404021,2024-12-23T03:35:08.404021,9901,True,False,50000,16796.88
card_000104,user_000049,Amex,2022-09-14T09:12:38.286620,2025-11-13T09:12:38.286620,3069,True,False,20000,11147.22
card_000105,user_000050,Mastercard,2024-06-11T18:50:10.085760,2028-02-24T18:50:10.085760,7513,True,False,5000,4433.17
card_000106,user_000051,Visa,2023-03-29T17:37:59.019872,2026-07-19T17:37:59.019872,4255,True,False,3000,1649.08
card_000107,user_000051,Visa,2024-06-12T07:05:07.453027,2028-03-09T07:05:07.453027,9735,True,False,3000,2101.27
card_000108,user_000051,Mastercard,2023-10-31T14:24:38.834466,2026-12-20T14:24:38.834466,4707,True,False,3000,1702.03
card_000109,user_000052,Mastercard,2023-09-23T07:44:45.767485,2027-04-27T07:44:45.767485,5561,True,False,20000,15256.06
card_000110,user_000052,Discover,2025-02-05T14:08:55.288110,2028-10-29T14:08:55.288110,8807,True,False,10000,9997.17
card_000111,user_000052,Amex,2024-07-07T11:44:34.060194,2027-11-12T11:44:34.060194,4420,True,False,2000,1905.24
card_000112,user_000053,Mastercard,2024-04-05T17:21:58.163200,2027-06-15T17:21:58.163200,8879,True,False,5000,3435.05
card_000113,user_000053,Discover,2024-06-12T06:30:57.427269,2027-09-01T06:30:57.427269,7406,True,False,15000,14153.62
card_000114,user_000054,Discover,2022-06-16T01:32:44.402682,2025-08-25T01:32:44.402682,3022,True,False,3000,2506.01
card_000115,user_000054,Amex,2022-08-22T06:24:04.559178,2025-11-01T06:24:04.559178,6365,True,False,10000,5806.07
card_000116,user_000055,Discover,2024-07-10T04:37:06.961101,2028-05-11T04:37:06.961101,4804,True,False,2000,1133.98
card_000117,user_000055,Discover,2024-12-03T03:08:20.311887,2028-10-10T03:08:20.311887,3517,True,False,15000,4497.17
card_000118,user_000055,Discover,2024-12-22T20:38:59.977562,2028-01-11T20:38:59.977562,5185,True,False,3000,897.02
card_000119,user_000056,Amex,2024-01-01T12:42:02.913842,2027-09-06T12:42:02.913842,4680,True,False,15000,12104.49
card_000120,user_000056,Discover,2024-07-18T02:25:03.776731,2028-06-22T02:25:03.776731,8085,True,False,10000,3261.4
card_000121,user_000056,Amex,2024-01-12T12:04:49.227511,2027-06-01T12:04:49.227511,9320,True,False,10000,2135.31
card_000122,user_000057,Visa,2023-05-02T00:19:44.493751,2026-05-07T00:19:44.493751,8955,True,False,20000,9349.94
card_000123,user_000058,Discover,2020-05-02T11:42:31.104562,2024-04-28T11:42:31.104562,7157,True,False,20000,19326.38
card_000124,user_000059,Visa,2024-04-20T17:54:16.372631,2028-02-16T17:54:16.372631,2555,True,False,15000,8038.54
card_000125,user_000060,Discover,2024-10-28T18:25:20.384353,2028-09-01T18:25:20.384353,7451,True,False,50000,15910.68
card_000126,user_000060,Visa,2025-01-06T08:58:55.711781,2028-10-25T08:58:55.711781,7532,True,False,20000,9294.91
card_000127,user_000060,Mastercard,2024-12-12T09:07:10.074298,2027-12-25T09:07:10.074298,3961,True,False,2000,1532.36
card_000128,user_000061,Discover,2022-06-30T11:11:33.489583,2025-07-13T11:11:33.489583,5153,True,False,15000,3317.05
card_000129,user_000061,Amex,2024-08-30T11:37:20.328325,2028-01-04T11:37:20.328325,8307,True,False,10000,3851.11
card_000130,user_000062,Amex,2023-03-14T04:03:27.513557,2026-06-28T04:03:27.513557,7575,True,False,3000,972.67
card_000131,user_000063,Amex,2022-12-01T10:12:42.891466,2026-05-19T10:12:42.891466,9818,True,False,5000,3733.86
card_000132,user_000064,Visa,2023-04-10T00:51:32.729475,2026-05-30T00:51:32.729475,7652,True,False,3000,1184.25
card_000133,user_000064,Amex,2023-12-22T21:20:00.019775,2027-04-03T21:20:00.019775,8953,True,False,15000,5942.75
card_000134,user_000065,Visa,2021-01-26T07:58:37.585405,2024-07-09T07:58:37.585405,2826,True,False,10000,3945.84
card_000135,user_000066,Discover,2022-02-12T15:43:20.183397,2025-05-13T15:43:20.183397,2244,True,False,20000,6364.66
card_000136,user_000066,Amex,2022-06-06T19:39:33.007358,2025-08-18T19:39:33.007358,9729,True,False,20000,18341.98
card_000137,user_000066,Visa,2022-06-09T14:59:57.514163,2025-11-05T14:59:57.514163,6305,False,False,1000,0.0
card_000138,user_000067,Mastercard,2020-07-22T15:53:39.380197,2024-04-27T15:53:39.380197,5485,True,False,5000,4018.59
card_000139,user_000068,Mastercard,2022-03-24T14:06:49.196391,2025-11-03T14:06:49.196391,3381,True,False,1000,313.97
card_000140,user_000069,Discover,2024-03-05T19:37:52.292501,2027-10-15T19:37:52.292501,4149,True,False,20000,9963.92
card_000141,user_000069,Amex,2024-03-23T16:44:51.887922,2027-10-07T16:44:51.887922,6963,True,False,15000,10625.83
card_000142,user_000070,Amex,2023-02-24T12:25:19.156494,2026-08-05T12:25:19.156494,2262,False,False,5000,0.0
card_000143,user_000071,Mastercard,2024-05-13T00:02:00.520065,2028-03-04T00:02:00.520065,2583,False,False,50000,0.0
card_000144,user_000071,Amex,2024-06-13T00:43:17.150907,2028-03-13T00:43:17.150907,2717,True,False,15000,6389.23
card_000145,user_000071,Mastercard,2025-02-14T15:02:09.330056,2029-01-09T15:02:09.330056,8623,True,False,50000,25247.76
card_000146,user_000072,Discover,2021-07-24T23:21:16.068325,2025-05-21T23:21:16.068325,2059,False,False,50000,0.0
card_000147,user_000072,Visa,2022-12-12T23:07:27.280430,2026-09-23T23:07:27.280430,6695,True,False,2000,908.79
card_000148,user_000073,Amex,2023-01-09T12:24:15.758819,2026-05-29T12:24:15.758819,1451,True,False,3000,633.1
card_000149,user_000074,Discover,2024-07-16T05:04:24.830212,2028-06-18T05:04:24.830212,6076,True,False,15000,12209.23
card_000150,user_000075,Mastercard,2021-11-13T12:03:09.869086,2025-06-08T12:03:09.869086,9841,False,False,1000,0.0
card_000151,user_000075,Visa,2022-07-16T23:59:23.413313,2026-05-23T23:59:23.413313,6871,True,False,2000,1017.84
card_000152,user_000075,Discover,2024-06-09T05:50:38.930476,2028-03-06T05:50:38.930476,3641,True,False,3000,994.23
card_000153,user_000076,Discover,2023-08-20T23:31:57.793778,2027-07-17T23:31:57.793778,2957,True,False,20000,10815.95
card_000154,user_000077,Discover,2023-01-25T03:00:39.169708,2026-08-10T03:00:39.169708,7247,True,False,15000,12804.12
card_000155,user_000077,Amex,2023-04-02T02:57:24.008409,2026-09-07T02:57:24.008409,3906,True,False,50000,46370.62
card_000156,user_000077,Discover,2024-09-07T13:58:20.641642,2028-01-18T13:58:20.641642,4286,True,False,2000,1456.45
card_000157,user_000078,Amex,2024-09-07T16:51:21.620760,2028-06-01T16:51:21.620760,1334,True,False,1000,453.83
card_000158,user_000079,Visa,2023-06-03T18:53:46.271649,2026-08-27T18:53:46.271649,9669,True,False,10000,9778.77
card_000159,user_000080,Amex,2022-09-17T07:48:28.648649,2026-07-01T07:48:28.648649,2136,False,False,50000,0.0
card_000160,user_000080,Mastercard,2023-05-08T16:20:54.504538,2026-08-08T16:20:54.504538,6656,True,False,3000,1560.68
card_000161,user_000080,Mastercard,2022-10-14T23:58:25.897936,2026-08-02T23:58:25.897936,8220,True,False,3000,1782.41
card_000162,user_000081,Visa,2021-11-22T03:22:56.903152,2024-12-06T03:22:56.903152,9807,True,False,2000,708.47
card_000163,user_000081,Amex,2024-04-20T18:42:35.767137,2027-09-26T18:42:35.767137,2765,True,False,3000,839.45
card_000164,user_000082,Mastercard,2022-10-13T16:03:30.004041,2026-01-18T16:03:30.004041,6527,True,False,20000,7455.0
card_000165,user_000082,Visa,2022-11-29T10:38:20.842017,2026-01-26T10:38:20.842017,6543,True,False,50000,42466.39
card_000166,user_000083,Amex,2023-02-23T19:40:34.407998,2026-03-15T19:40:34.407998,1960,True,False,2000,643.56
card_000167,user_000083,Amex,2024-06-17T12:56:21.491516,2027-08-02T12:56:21.491516,9639,True,False,20000,7889.22
card_000168,user_000084,Amex,2020-07-10T02:30:27.668592,2023-10-20T02:30:27.668592,6248,True,False,10000,2446.02
card_000169,user_000084,Discover,2025-01-23T05:59:11.500546,2028-08-28T05:59:11.500546,8129,True,False,50000,45827.26
card_000170,user_000084,Discover,2022-07-19T03:10:18.582149,2026-05-01T03:10:18.582149,7370,True,False,10000,3833.26
card_000171,user_000085,Visa,2023-08-31T21:02:30.211917,2026-09-27T21:02:30.211917,4081,True,False,3000,1461.76
card_000172,user_000085,Visa,2025-01-03T14:34:46.992503,2028-01-27T14:34:46.992503,1773,False,False,15000,0.0
card_000173,user_000085,Visa,2024-01-21T16:12:15.193980,2027-10-22T16:12:15.193980,8107,True,False,3000,1779.01
card_000174,user_000086,Visa,2020-05-22T22:55:05.534706,2024-05-13T22:55:05.534706,4514,True,False,5000,2150.36
card_000175,user_000086,Mastercard,2021-02-01T20:41:04.016738,2024-03-09T20:41:04.016738,9114,True,False,1000,963.81
card_000176,user_000086,Mastercard,2023-11-22T07:50:57.253978,2027-06-04T07:50:57.253978,2905,True,True,5000,0.0
card_000177,user_000087,Mastercard,2022-08-05T19:25:01.643848,2026-01-20T19:25:01.643848,7388,True,False,20000,19283.89
card_000178,user_000087,Mastercard,2024-04-30T04:08:17.482217,2027-07-11T04:08:17.482217,5230,True,False,10000,8360.99
card_000179,user_000087,Amex,2023-12-17T08:34:35.261901,2027-11-15T08:34:35.261901,7704,True,False,20000,13965.89
card_000180,user_000088,Amex,2021-09-25T22:22:44.730969,2025-05-31T22:22:44.730969,1170,True,False,50000,44844.47
card_000181,user_000089,Visa,2021-07-05T03:33:39.545956,2024-10-26T03:33:39.545956,2874,True,False,50000,47339.99
card_000182,user_000089,Amex,2021-09-16T07:00:17.000897,2025-06-16T07:00:17.000897,3742,True,False,20000,15443.09
card_000183,user_000089,Amex,2021-09-24T00:21:54.332594,2025-02-16T00:21:54.332594,5284,True,False,5000,1199.16
card_000184,user_000090,Mastercard,2024-11-11T02:40:44.801580,2028-07-22T02:40:44.801580,3082,True,False,50000,45626.24
card_000185,user_000090,Visa,2024-12-06T23:09:57.379615,2028-04-01T23:09:57.379615,7358,True,False,2000,1613.2
card_000186,user_000090,Amex,2025-04-18T11:49:26.966238,2029-02-26T11:49:26.966238,8177,True,False,1000,469.7
card_000187,user_000091,Mastercard,2021-08-29T15:02:16.759213,2024-12-02T15:02:16.759213,6208,True,True,3000,0.0
card_000188,user_000091,Amex,2022-05-24T09:34:57.027308,2025-11-13T09:34:57.027308,3875,True,False,1000,686.95
card_000189,user_000091,Amex,2023-10-28T07:43:03.063498,2027-01-13T07:43:03.063498,9283,True,False,5000,3656.45
card_000190,user_000092,Visa,2021-03-21T19:39:15.896069,2024-10-30T19:39:15.896069,8217,True,False,10000,5545.17
card_000191,user_000092,Amex,2023-06-19T18:17:58.844299,2026-08-30T18:17:58.844299,1929,True,False,1000,505.13
card_000192,user_000092,Amex,2023-08-20T11:56:59.668373,2026-11-13T11:56:59.668373,7068,True,False,5000,4976.39
card_000193,user_000093,Visa,2023-06-28T18:52:01.347636,2027-04-11T18:52:01.347636,7349,True,False,5000,1951.29
card_000194,user_000094,Visa,2024-11-18T10:39:03.296423,2028-09-01T10:39:03.296423,1324,True,False,20000,15480.5
card_000195,user_000095,Discover,2022-07-31T13:50:42.516210,2026-02-13T13:50:42.516210,4893,True,False,15000,3238.43
card_000196,user_000095,Discover,2024-03-22T03:06:14.260024,2028-02-10T03:06:14.260024,8850,True,False,15000,12313.92
card_000197,user_000095,Mastercard,2025-03-07T20:59:04.474306,2028-07-30T20:59:04.474306,7364,False,False,15000,0.0
card_000198,user_000096,Discover,2020-06-15T07:49:02.734347,2023-06-25T07:49:02.734347,5912,True,False,5000,1050.04
card_000199,user_000096,Amex,2020-11-04T02:34:07.647601,2024-01-07T02:34:07.647601,4409,True,False,20000,12630.7
card_000200,user_000096,Discover,2024-05-13T08:08:37.140749,2027-12-30T08:08:37.140749,7364,True,False,20000,17870.17
card_000201,user_000097,Mastercard,2025-03-10T06:59:18.758827,2028-06-22T06:59:18.758827,4554,True,False,15000,4195.75
card_000202,user_000097,Discover,2025-03-11T13:33:52.251339,2028-12-15T13:33:52.251339,7140,True,False,3000,1871.44
card_000203,user_000097,Discover,2025-03-10T19:26:17.922104,2028-12-11T19:26:17.922104,5920,True,False,20000,19185.83
card_000204,user_000098,Mastercard,2022-07-12T15:53:32.335828,2025-12-30T15:53:32.335828,7296,True,False,50000,49046.58
card_000205,user_000099,Mastercard,2024-09-04T14:16:00.703209,2028-03-19T14:16:00.703209,5478,False,False,3000,0.0
card_000206,user_000100,Mastercard,2024-01-26T02:04:06.073469,2027-08-18T02:04:06.073469,3468,True,False,3000,1169.71
card_000207,user_000100,Amex,2024-06-07T15:38:00.999940,2028-02-11T15:38:00.999940,9693,True,False,2000,740.86
card_000208,user_000100,Visa,2025-03-21T05:18:40.664175,2028-05-02T05:18:40.664175,1142,True,False,15000,4768.79
card_000209,user_000101,Mastercard,2021-08-21T15:15:55.270402,2025-02-18T15:15:55.270402,3467,False,False,2000,0.0
card_000210,user_000101,Amex,2024-08-12T03:22:49.350335,2028-02-13T03:22:49.350335,8317,True,False,10000,7574.08
card_000211,user_000102,Mastercard,2022-08-17T20:06:51.513916,2025-11-05T20:06:51.513916,3674,True,False,20000,17467.51
card_000212,user_000102,Discover,2023-04-09T10:59:51.809005,2027-01-15T10:59:51.809005,5607,True,False,2000,937.81
card_000213,user_000102,Discover,2024-08-18T02:17:08.228434,2027-11-01T02:17:08.228434,2590,True,False,20000,12434.99
card_000214,user_000103,Visa,2021-01-21T16:55:31.172844,2024-04-17T16:55:31.172844,6937,True,False,3000,1926.4
card_000215,user_000103,Discover,2023-03-01T00:54:57.422029,2026-03-10T00:54:57.422029,6633,True,False,15000,14173.32
card_000216,user_000104,Amex,2025-01-08T11:22:36.477527,2028-11-22T11:22:36.477527,7449,True,False,5000,1153.7
card_000217,user_000105,Visa,2022-12-22T17:40:27.395555,2026-05-19T17:40:27.395555,6811,True,False,1000,502.51
card_000218,user_000105,Discover,2023-03-16T14:07:28.801632,2027-01-11T14:07:28.801632,3769,True,False,10000,2143.71
card_000219,user_000106,Amex,2022-08-04T14:14:11.404770,2026-04-10T14:14:11.404770,3734,True,False,10000,7895.09
card_000220,user_000107,Visa,2024-07-10T02:42:23.796217,2027-12-29T02:42:23.796217,5470,True,False,50000,23623.58
card_000221,user_000107,Visa,2025-02-27T11:21:41.713100,2028-08-15T11:21:41.713100,3140,True,False,1000,412.29
card_000222,user_000108,Discover,2020-05-16T23:11:29.881174,2023-10-17T23:11:29.881174,4270,True,False,1000,443.77
card_000223,user_000109,Discover,2025-02-20T19:32:24.409401,2029-02-10T19:32:24.409401,6499,True,False,20000,13484.88
card_000224,user_000109,Mastercard,2025-04-05T01:25:10.407566,2028-09-26T01:25:10.407566,6672,True,False,50000,38734.35
card_000225,user_000110,Visa,2022-03-13T07:51:35.308682,2025-10-28T07:51:35.308682,6220,True,False,1000,351.4
