transaction_id,timestamp,card_id,user_id,merchant_id,location_id,device_id,amount,currency,status,transaction_type,payment_method,is_online,is_fraudulent,fraud_pattern,fraud_score,mcc,auth_code,response_code,is_declined,decline_reason
tx_f00000026,2025-04-05T13:56:52.478437,card_000153,user_000076,merch_000441,loc_000130,,25.94,USD,approved,purchase,chip,False,True,transaction_laundering,0.76,4239,951329,00,False,
tx_f00000027,2025-04-18T04:37:31.369255,card_000475,user_000237,merch_000172,loc_000154,device_001028,61.15,USD,declined,purchase,online,True,True,account_takeover,0.4,1469,,05,True,suspected_fraud
tx_f00000028,2025-04-07T21:44:40.428354,card_001177,user_000593,merch_000360,loc_000103,device_000091,61.24,USD,declined,purchase,online,True,True,account_takeover,0.32,2889,,05,True,security_violation
tx_f00000029,2025-03-25T22:10:51.265342,card_001021,user_000512,merch_000017,loc_000092,device_001065,432.7,USD,declined,purchase,online,True,True,velocity_abuse,0.72,9332,,05,True,invalid_card
tx_f00000030,2025-04-10T12:18:33.381060,card_001127,user_000568,merch_000038,loc_000146,device_000254,39.47,USD,approved,purchase,online,True,True,account_takeover,0.76,7913,567031,00,False,
tx_f00000031,2025-03-22T10:29:46.350023,card_000796,user_000396,merch_000180,loc_000076,device_001100,80.37,USD,approved,purchase,online,True,True,velocity_abuse,0.37,8254,756321,00,False,
tx_f00000032,2025-03-29T02:23:43.874573,card_001070,user_000537,merch_000167,loc_000109,device_001282,3214.18,USD,declined,purchase,online,True,True,amount_anomaly,0.38,8587,,05,True,invalid_card
tx_f00000033,2025-04-06T05:03:31.836812,card_001104,user_000557,merch_000196,loc_000036,device_000087,113.15,USD,approved,purchase,online,True,True,account_takeover,0.87,7225,395327,00,False,
tx_f00000034,2025-04-10T11:51:50.566469,card_000620,user_000307,merch_000414,loc_000109,device_000641,178.73,USD,declined,purchase,online,True,True,account_takeover,0.62,6935,,05,True,insufficient_funds
tx_f00000035,2025-04-12T10:27:36.335270,card_000779,user_000387,merch_000267,loc_000088,device_000143,4044.63,USD,approved,purchase,online,True,True,amount_anomaly,0.83,6726,918724,00,False,
tx_f00000036,2025-03-26T11:09:50.053252,card_000398,user_000197,merch_000404,loc_000002,device_000688,312.11,USD,declined,purchase,online,True,True,card_not_present,0.71,5056,,05,True,invalid_card
tx_f00000037,2025-03-25T06:46:46.999894,card_000308,user_000151,merch_000468,loc_000107,device_000653,193.36,USD,approved,purchase,online,True,True,merchant_fraud,0.71,4020,647279,00,False,
tx_f00000038,2025-03-25T19:24:34.031446,card_001234,user_000625,merch_000136,loc_000121,device_000922,3940.25,USD,declined,purchase,online,True,True,application_fraud,0.77,1672,,05,True,invalid_card
tx_f00000039,2025-03-27T17:54:42.683344,card_000394,user_000196,merch_000110,loc_000170,device_000013,75.74,USD,approved,purchase,online,True,True,merchant_fraud,0.76,7142,910725,00,False,
tx_f00000040,2025-03-23T07:08:07.784861,card_000420,user_000211,merch_000184,loc_000013,,6.65,USD,approved,purchase,chip,False,True,merchant_fraud,0.92,7261,452680,00,False,
tx_f00000041,2025-04-07T08:43:34.493383,card_001943,user_000994,merch_000458,loc_000143,device_000688,187.36,USD,approved,purchase,online,True,True,identity_theft,0.87,5863,165346,00,False,
tx_f00000042,2025-03-24T21:48:35.287407,card_001917,user_000981,merch_000272,loc_000197,,4.78,USD,approved,purchase,manual_entry,False,True,location_anomaly,0.67,5947,551825,00,False,
tx_f00000043,2025-04-07T16:17:15.883171,card_001145,user_000576,merch_000340,loc_000101,device_001125,3104.69,USD,approved,purchase,online,True,True,application_fraud,0.48,6441,115347,00,False,
tx_f00000044,2025-04-15T13:35:04.758914,card_000967,user_000486,merch_000391,loc_000143,device_001123,494.6,USD,declined,purchase,online,True,True,identity_theft,0.79,4304,,05,True,suspected_fraud
tx_f00000045,2025-04-13T11:15:48.165776,card_000793,user_000395,merch_000413,loc_000195,device_000437,7.7,USD,approved,purchase,online,True,True,card_testing,0.68,2249,707504,00,False,
tx_f00000046,2025-03-22T15:32:50.656020,card_000272,user_000136,merch_000426,loc_000190,device_000967,206.49,USD,declined,purchase,online,True,True,transaction_laundering,0.66,8328,,05,True,insufficient_funds
tx_f00000047,2025-04-18T04:57:45.808378,card_000248,user_000125,merch_000200,loc_000032,device_000759,1705.92,USD,declined,purchase,online,True,True,amount_anomaly,0.63,1683,,05,True,exceeds_limit
tx_f00000048,2025-03-27T23:09:00.485459,card_000628,user_000312,merch_000061,loc_000147,,5719.85,USD,approved,purchase,chip,False,True,amount_anomaly,0.53,8302,792851,00,False,
tx_f00000049,2025-04-04T14:03:00.877183,card_001531,user_000785,merch_000060,loc_000008,device_000688,83.96,USD,approved,purchase,online,True,True,card_not_present,0.82,8727,364619,00,False,
tx_f00000050,2025-04-10T17:25:12.436047,card_001420,user_000726,merch_000275,loc_000129,device_000163,4307.76,USD,approved,purchase,online,True,True,application_fraud,0.77,5023,781808,00,False,
tx_f00000051,2025-03-27T01:59:18.846177,card_001136,user_000572,merch_000426,loc_000152,,29.77,USD,approved,purchase,swipe,False,True,location_anomaly,0.9,8328,730720,00,False,
tx_f00000052,2025-04-12T08:22:56.104043,card_000012,user_000005,merch_000251,loc_000003,device_001442,374.83,USD,declined,purchase,online,True,True,velocity_abuse,0.55,5314,,05,True,suspected_fraud
tx_f00000053,2025-03-24T14:01:34.118906,card_000461,user_000231,merch_000361,loc_000050,device_000055,111.33,USD,approved,purchase,online,True,True,merchant_fraud,0.67,8495,975020,00,False,
tx_f00000054,2025-04-06T03:39:52.784589,card_001638,user_000838,merch_000336,loc_000160,device_001125,16.44,USD,declined,purchase,online,True,True,transaction_laundering,0.76,2875,,05,True,insufficient_funds
tx_f00000055,2025-04-07T21:03:01.354661,card_000593,user_000296,merch_000112,loc_000057,device_000688,38.26,USD,declined,purchase,online,True,True,card_not_present,0.92,4046,,05,True,invalid_card
tx_f00000056,2025-03-26T17:59:28.543084,card_001182,user_000596,merch_000497,loc_000132,,185.17,USD,declined,purchase,contactless,False,True,identity_theft,0.89,7549,,05,True,security_violation
tx_f00000057,2025-04-09T07:52:39.267255,card_000108,user_000051,merch_000488,loc_000042,device_000047,99.63,USD,declined,purchase,online,True,True,location_anomaly,0.96,4001,,05,True,insufficient_funds
tx_f00000058,2025-03-24T01:39:59.180058,card_001613,user_000826,merch_000143,loc_000139,,332.84,USD,declined,purchase,swipe,False,True,identity_theft,0.92,6838,,05,True,exceeds_limit
tx_f00000059,2025-04-07T20:56:50.288783,card_000310,user_000152,merch_000014,loc_000108,device_000123,18.7,USD,declined,purchase,online,True,True,account_takeover,0.8,9833,,05,True,security_violation
tx_f00000060,2025-03-19T19:59:30.716095,card_000933,user_000465,merch_000316,loc_000169,device_001192,476.67,USD,approved,purchase,online,True,True,amount_anomaly,0.63,9404,160526,00,False,
tx_f00000061,2025-03-28T15:34:15.550894,card_000773,user_000384,merch_000401,loc_000177,device_000269,41.3,USD,approved,purchase,online,True,True,merchant_fraud,0.73,8845,623639,00,False,
tx_f00000062,2025-04-01T16:59:53.803476,card_000257,user_000129,merch_000270,loc_000189,device_001349,49.29,USD,approved,purchase,online,True,True,location_anomaly,0.91,1725,780785,00,False,
tx_f00000063,2025-04-04T08:34:51.888956,card_001438,user_000735,merch_000255,loc_000058,device_000360,16.8,USD,declined,purchase,online,True,True,location_anomaly,0.69,5352,,05,True,suspected_fraud
tx_f00000064,2025-03-28T19:36:17.102012,card_000507,user_000252,merch_000181,loc_000108,device_001498,2.14,USD,approved,purchase,online,True,True,card_testing,0.87,4893,689589,00,False,
tx_f00000065,2025-03-26T07:30:50.048203,card_000535,user_000265,merch_000059,loc_000025,device_000668,3.86,USD,approved,purchase,online,True,True,card_testing,0.48,5330,156336,00,False,
tx_f00000066,2025-04-07T00:57:09.311082,card_000312,user_000153,merch_000257,loc_000199,device_000453,222.92,USD,approved,purchase,online,True,True,velocity_abuse,0.69,6665,536084,00,False,
tx_f00000067,2025-03-28T00:51:38.245792,card_001166,user_000589,merch_000187,loc_000035,device_000995,7.83,USD,approved,purchase,online,True,True,card_testing,0.73,5200,224810,00,False,
tx_f00000068,2025-04-09T06:23:28.027196,card_001225,user_000619,merch_000490,loc_000119,device_000062,112.66,USD,approved,purchase,online,True,True,identity_theft,0.89,5065,366488,00,False,
tx_f00000069,2025-04-05T07:21:28.624957,card_000844,user_000419,merch_000391,loc_000189,device_000688,85.93,USD,declined,purchase,online,True,True,card_not_present,0.93,4304,,05,True,security_violation
tx_f00000070,2025-03-31T06:38:04.051850,card_001946,user_000995,merch_000160,loc_000084,device_000196,34.15,USD,approved,purchase,online,True,True,merchant_fraud,0.68,7249,975476,00,False,
tx_f00000071,2025-04-16T17:06:01.095920,card_000989,user_000498,merch_000456,loc_000098,device_000688,49.45,USD,approved,purchase,online,True,True,card_not_present,0.6,1704,516573,00,False,
tx_f00000072,2025-03-23T02:35:38.200013,card_000155,user_000077,merch_000410,loc_000037,device_001175,0.58,USD,approved,purchase,online,True,True,card_testing,0.6,6341,922488,00,False,
tx_f00000073,2025-04-07T11:23:00.097334,card_001804,user_000922,merch_000400,loc_000188,device_001086,35.5,USD,approved,purchase,online,True,True,account_takeover,0.6,9700,225329,00,False,
tx_f00000074,2025-04-15T21:20:11.604197,card_001001,user_000503,merch_000131,loc_000196,device_000394,78.05,USD,approved,purchase,online,True,True,transaction_laundering,0.63,2244,445490,00,False,
tx_f00000075,2025-04-07T18:31:51.475429,card_000523,user_000259,merch_000043,loc_000082,,710.96,USD,approved,purchase,contactless,False,True,location_anomaly,0.55,7585,569535,00,False,
tx_f00000076,2025-03-21T23:10:08.416215,card_000167,user_000083,merch_000388,loc_000005,,80.35,USD,approved,purchase,chip,False,True,identity_theft,0.77,4905,826216,00,False,
tx_f00000077,2025-04-10T02:53:55.744269,card_001926,user_000986,merch_000442,loc_000090,device_000854,288.41,USD,approved,purchase,online,True,True,velocity_abuse,0.75,2689,984645,00,False,
tx_f00000078,2025-04-14T05:24:17.675544,card_001778,user_000909,merch_000052,loc_000062,device_000288,154.05,USD,declined,purchase,online,True,True,identity_theft,0.79,9893,,05,True,insufficient_funds
tx_f00000079,2025-04-10T07:40:11.577092,card_001689,user_000865,merch_000415,loc_000135,device_000076,8.51,USD,approved,purchase,online,True,True,card_testing,0.66,8764,344103,00,False,
tx_f00000080,2025-03-23T01:58:57.751294,card_000859,user_000425,merch_000206,loc_000071,device_001162,11.26,USD,approved,purchase,online,True,True,transaction_laundering,0.81,4287,511105,00,False,
tx_f00000081,2025-04-01T22:10:08.004314,card_001362,user_000690,merch_000406,loc_000155,device_000904,42.67,USD,approved,purchase,online,True,True,account_takeover,0.66,7951,194801,00,False,
tx_f00000082,2025-04-05T10:15:14.081246,card_001225,user_000619,merch_000067,loc_000073,,369.4,USD,declined,purchase,manual_entry,False,True,velocity_abuse,0.62,7313,,05,True,exceeds_limit
tx_f00000083,2025-04-05T11:47:53.312501,card_000900,user_000447,merch_000117,loc_000068,device_001342,239.68,USD,declined,purchase,online,True,True,account_takeover,0.51,4991,,05,True,exceeds_limit
tx_f00000084,2025-04-04T14:53:44.896758,card_001460,user_000747,merch_000153,loc_000007,device_000973,4589.77,USD,approved,purchase,online,True,True,application_fraud,0.78,2344,612211,00,False,
tx_f00000085,2025-04-13T14:39:41.962650,card_001129,user_000569,merch_000348,loc_000061,device_000350,54.51,USD,approved,purchase,online,True,True,account_takeover,0.76,2383,569498,00,False,
tx_f00000086,2025-04-05T20:57:58.940869,card_001798,user_000919,merch_000393,loc_000090,device_000645,35.67,USD,approved,purchase,online,True,True,location_anomaly,0.64,5132,146817,00,False,
tx_f00000087,2025-03-30T03:18:02.482501,card_000284,user_000140,merch_000222,loc_000068,device_001460,1089.24,USD,approved,purchase,online,True,True,amount_anomaly,0.53,7251,854297,00,False,
tx_f00000088,2025-03-28T14:36:29.248427,card_001535,user_000786,merch_000188,loc_000024,,339.85,USD,approved,purchase,contactless,False,True,amount_anomaly,0.63,5028,642491,00,False,
tx_f00000089,2025-04-17T22:09:31.683279,card_000633,user_000315,merch_000206,loc_000026,device_000922,56.8,USD,declined,purchase,online,True,True,transaction_laundering,0.68,4287,,05,True,suspected_fraud
tx_f00000090,2025-04-11T20:36:09.479528,card_001936,user_000991,merch_000106,loc_000023,,65.73,USD,approved,purchase,contactless,False,True,merchant_fraud,0.4,7690,651803,00,False,
tx_f00000091,2025-03-24T21:42:31.663245,card_001811,user_000925,merch_000104,loc_000072,device_000693,2486.5,USD,approved,purchase,online,True,True,application_fraud,0.71,7582,804601,00,False,
tx_f00000092,2025-03-25T09:16:54.979942,card_001506,user_000774,merch_000062,loc_000122,device_001311,1587.8,USD,approved,purchase,online,True,True,amount_anomaly,0.92,1912,220068,00,False,
tx_f00000093,2025-04-07T23:25:57.958110,card_001218,user_000615,merch_000270,loc_000012,device_000396,75.8,USD,declined,purchase,online,True,True,account_takeover,0.8,1725,,05,True,insufficient_funds
tx_f00000094,2025-03-29T13:49:26.210753,card_000946,user_000474,merch_000018,loc_000134,,74.23,USD,approved,purchase,manual_entry,False,True,merchant_fraud,0.93,2156,605356,00,False,
tx_f00000095,2025-04-15T09:14:34.159417,card_001226,user_000620,merch_000341,loc_000154,device_000598,96.97,USD,approved,purchase,online,True,True,transaction_laundering,0.73,7520,400030,00,False,
tx_f00000096,2025-03-25T11:58:16.659901,card_000550,user_000273,merch_000293,loc_000177,device_001235,11.39,USD,declined,purchase,online,True,True,location_anomaly,0.55,3702,,05,True,invalid_card
tx_f00000097,2025-04-12T11:50:57.925746,card_000549,user_000272,merch_000459,loc_000066,device_000829,140.9,USD,approved,purchase,online,True,True,merchant_fraud,0.89,1828,584052,00,False,
tx_f00000098,2025-04-01T16:05:22.037469,card_001293,user_000656,merch_000401,loc_000090,,129.84,USD,approved,purchase,contactless,False,True,merchant_fraud,0.77,8845,637768,00,False,
tx_f00000099,2025-04-01T17:51:07.701576,card_000235,user_000117,merch_000273,loc_000026,device_000086,5.06,USD,declined,purchase,online,True,True,card_testing,0.58,5122,,05,True,insufficient_funds
tx_f00000100,2025-04-07T20:31:41.762012,card_001269,user_000643,merch_000286,loc_000031,device_000246,93.26,USD,declined,purchase,online,True,True,velocity_abuse,0.77,7950,,05,True,exceeds_limit
tx_f00000101,2025-04-01T02:47:02.028540,card_000594,user_000296,merch_000331,loc_000073,,390.81,USD,declined,purchase,contactless,False,True,velocity_abuse,0.59,5205,,05,True,suspected_fraud
tx_f00000102,2025-03-21T12:19:11.547916,card_001596,user_000816,merch_000053,loc_000102,device_001069,98.98,USD,declined,purchase,online,True,True,transaction_laundering,0.64,2571,,05,True,exceeds_limit
tx_f00000103,2025-03-25T16:43:10.344207,card_000218,user_000105,merch_000333,loc_000189,,52.35,USD,approved,purchase,manual_entry,False,True,transaction_laundering,0.69,4779,556088,00,False,
tx_f00000104,2025-04-16T14:02:34.479345,card_000992,user_000499,merch_000026,loc_000022,device_001219,161.47,USD,approved,purchase,online,True,True,merchant_fraud,0.93,3437,680686,00,False,
tx_f00000105,2025-04-07T06:20:26.073358,card_000304,user_000150,merch_000446,loc_000093,device_000043,8.19,USD,approved,purchase,online,True,True,card_testing,0.91,2813,591175,00,False,
tx_f00000106,2025-03-27T07:35:34.841035,card_001437,user_000735,merch_000128,loc_000144,device_000523,473.67,USD,declined,purchase,online,True,True,velocity_abuse,0.6,9638,,05,True,invalid_card
tx_f00000107,2025-03-24T15:13:29.816175,card_001193,user_000602,merch_000392,loc_000074,device_001222,4543.42,USD,approved,purchase,online,True,True,application_fraud,0.92,1850,484385,00,False,
tx_f00000108,2025-03-24T02:53:20.339969,card_000059,user_000026,merch_000367,loc_000175,device_000079,40.65,USD,approved,purchase,online,True,True,account_takeover,0.43,6575,585849,00,False,
tx_f00000109,2025-03-20T12:40:38.946145,card_000723,user_000358,merch_000340,loc_000074,device_000837,1.86,USD,approved,purchase,online,True,True,card_testing,0.55,6441,848692,00,False,
tx_f00000110,2025-04-07T11:31:12.483503,card_001354,user_000686,merch_000253,loc_000016,device_000688,65.21,USD,declined,purchase,online,True,True,card_not_present,0.38,9071,,05,True,insufficient_funds
tx_f00000111,2025-04-01T06:11:02.485464,card_000316,user_000154,merch_000156,loc_000029,device_000014,6.92,USD,approved,purchase,online,True,True,location_anomaly,0.51,9625,645367,00,False,
tx_f00000112,2025-04-12T20:48:24.444835,card_000578,user_000287,merch_000355,loc_000184,,222.55,USD,approved,purchase,swipe,False,True,velocity_abuse,0.94,1439,983559,00,False,
tx_f00000113,2025-04-05T16:36:48.650478,card_001946,user_000995,merch_000468,loc_000044,device_000232,15.76,USD,approved,purchase,online,True,True,merchant_fraud,0.72,4020,164305,00,False,
tx_f00000114,2025-04-14T16:16:01.506963,card_000523,user_000259,merch_000050,loc_000093,device_000614,127.27,USD,approved,purchase,online,True,True,identity_theft,0.96,2681,727244,00,False,
tx_f00000115,2025-04-12T20:14:46.285844,card_001206,user_000607,merch_000061,loc_000146,device_000953,46.82,USD,approved,purchase,online,True,True,location_anomaly,0.48,8302,659109,00,False,
tx_f00000116,2025-03-26T04:02:21.507452,card_001184,user_000597,merch_000383,loc_000056,device_000332,66.44,USD,declined,purchase,online,True,True,velocity_abuse,0.39,8804,,05,True,security_violation
tx_f00000117,2025-04-04T03:01:01.572313,card_000837,user_000415,merch_000404,loc_000065,device_000688,50.28,USD,approved,purchase,online,True,True,card_not_present,0.94,5056,555045,00,False,
tx_f00000118,2025-03-30T19:25:31.021559,card_001022,user_000513,merch_000040,loc_000022,device_000688,36.5,USD,declined,purchase,online,True,True,card_not_present,0.89,9569,,05,True,security_violation
tx_f00000119,2025-03-20T09:15:56.422561,card_001887,user_000965,merch_000059,loc_000086,device_000387,6.67,USD,approved,purchase,online,True,True,card_testing,0.76,5330,510595,00,False,
tx_f00000120,2025-03-30T06:31:10.196619,card_001135,user_000572,merch_000178,loc_000119,device_001311,8.7,USD,declined,purchase,online,True,True,card_testing,0.82,7372,,05,True,insufficient_funds
tx_f00000121,2025-04-11T08:35:46.849663,card_001428,user_000729,merch_000481,loc_000089,device_000688,184.01,USD,declined,purchase,online,True,True,card_not_present,0.68,6107,,05,True,security_violation
tx_f00000122,2025-04-02T05:38:36.724877,card_000869,user_000431,merch_000317,loc_000127,device_001057,365.31,USD,approved,purchase,online,True,True,account_takeover,0.58,9137,965022,00,False,
tx_f00000123,2025-04-09T08:14:24.073914,card_000356,user_000177,merch_000111,loc_000124,,679.64,USD,declined,purchase,manual_entry,False,True,application_fraud,0.92,3688,,05,True,suspected_fraud
tx_f00000124,2025-04-13T12:37:03.308551,card_001387,user_000705,merch_000137,loc_000197,,228.94,USD,declined,purchase,swipe,False,True,merchant_fraud,0.86,5230,,05,True,insufficient_funds
tx_f00000125,2025-04-04T18:18:10.408022,card_001414,user_000722,merch_000385,loc_000022,,8.02,USD,approved,purchase,swipe,False,True,transaction_laundering,0.51,4360,927091,00,False,
tx_f00000126,2025-03-28T04:29:37.458128,card_001529,user_000784,merch_000040,loc_000095,device_000950,2.93,USD,approved,purchase,online,True,True,card_testing,0.65,9569,884812,00,False,
tx_f00000127,2025-04-10T22:37:18.579662,card_001680,user_000860,merch_000153,loc_000062,device_000732,143.28,USD,approved,purchase,online,True,True,transaction_laundering,0.5,2344,987809,00,False,
tx_f00000128,2025-04-09T03:44:46.825299,card_001281,user_000647,merch_000132,loc_000072,device_001354,36.31,USD,declined,purchase,online,True,True,merchant_fraud,0.59,6914,,05,True,exceeds_limit
tx_f00000129,2025-03-23T10:42:00.497694,card_001086,user_000546,merch_000325,loc_000068,,639.98,USD,declined,purchase,manual_entry,False,True,identity_theft,0.63,3365,,05,True,insufficient_funds
tx_f00000130,2025-04-09T23:47:51.680979,card_000364,user_000181,merch_000037,loc_000140,device_000116,53.78,USD,approved,purchase,online,True,True,merchant_fraud,0.72,1135,814740,00,False,
tx_f00000131,2025-04-03T05:01:05.469032,card_000958,user_000480,merch_000219,loc_000097,device_001400,269.61,USD,approved,purchase,online,True,True,location_anomaly,0.67,6362,352839,00,False,
tx_f00000132,2025-04-05T05:34:32.417471,card_001812,user_000926,merch_000171,loc_000189,,62.79,USD,approved,purchase,manual_entry,False,True,location_anomaly,0.76,7544,380788,00,False,
tx_f00000133,2025-03-28T05:47:37.454642,card_000888,user_000440,merch_000151,loc_000099,,141.97,USD,declined,purchase,swipe,False,True,location_anomaly,0.64,2610,,05,True,security_violation
tx_f00000134,2025-03-21T04:38:31.452722,card_000987,user_000496,merch_000289,loc_000007,device_001452,305.76,USD,declined,purchase,online,True,True,account_takeover,0.66,1946,,05,True,insufficient_funds
tx_f00000135,2025-04-18T12:59:18.907417,card_000421,user_000211,merch_000123,loc_000181,device_000553,37.58,USD,approved,purchase,online,True,True,transaction_laundering,0.71,7656,450404,00,False,
tx_f00000136,2025-04-12T09:18:27.767024,card_001777,user_000908,merch_000407,loc_000083,,5.58,USD,approved,purchase,contactless,False,True,merchant_fraud,0.92,7502,213912,00,False,
tx_f00000137,2025-04-08T12:40:09.807123,card_000231,user_000115,merch_000378,loc_000088,,61.11,USD,approved,purchase,contactless,False,True,transaction_laundering,0.77,1405,866956,00,False,
tx_f00000138,2025-03-29T16:24:32.744608,card_001881,user_000961,merch_000498,loc_000177,,145.97,USD,approved,purchase,swipe,False,True,velocity_abuse,0.75,2570,914265,00,False,
tx_f00000139,2025-03-20T01:25:17.815436,card_001019,user_000512,merch_000354,loc_000191,device_000688,6.77,USD,declined,purchase,online,True,True,card_not_present,0.67,8434,,05,True,security_violation
tx_f00000140,2025-04-07T18:25:43.902867,card_000292,user_000144,merch_000407,loc_000020,device_000275,22.61,USD,approved,purchase,online,True,True,merchant_fraud,0.62,7502,313937,00,False,
tx_f00000141,2025-03-25T07:58:03.776268,card_001339,user_000680,merch_000422,loc_000092,device_000896,13585.1,USD,approved,purchase,online,True,True,amount_anomaly,0.87,5449,236059,00,False,
tx_f00000142,2025-03-25T08:03:17.247147,card_000566,user_000281,merch_000282,loc_000181,device_000549,10.32,USD,approved,purchase,online,True,True,location_anomaly,0.76,5418,949778,00,False,
tx_f00000143,2025-03-25T07:19:53.323573,card_000908,user_000452,merch_000081,loc_000096,device_001175,33.19,USD,declined,purchase,online,True,True,transaction_laundering,0.54,7774,,05,True,security_violation
tx_f00000144,2025-03-27T05:55:23.631752,card_000414,user_000207,merch_000440,loc_000114,device_000003,322.79,USD,declined,purchase,online,True,True,velocity_abuse,0.23,8372,,05,True,security_violation
tx_f00000145,2025-04-17T14:38:44.679884,card_000237,user_000118,merch_000046,loc_000086,device_000708,61.26,USD,approved,purchase,online,True,True,transaction_laundering,0.8,1364,798266,00,False,
